age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud,transaction_id,customer_id
35,Checking,Payment,Utilities,12.34,401.07,388.73,12,Singapore,Mobile App,Credit Card,0,1,TXN_100369,CUST_10369
18,Checking,Deposit,Groceries,186.57,1998.35,1961.78,0,Singapore,Mobile App,Debit Card,0,0,TXN_100022,CUST_10022
61,Checking,Payment,Utilities,25.72,10389.37,10363.65,10,Tokyo,POS Terminal,Credit Card,0,0,TXN_100296,CUST_10296
27,Savings,Payment,Utilities,15.82,5827.41,5811.59,14,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100791,CUST_10791
50,Checking,Deposit,Utilities,34.11,20325.43,20291.32,13,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_100782,CUST_10782
25,Savings,Transfer,Utilities,48.97,17098.18,17049.21,21,New York,ATM,Wire Transfer,1,0,TXN_100420,CUST_10420
28,Checking,Transfer,Utilities,250.62,1899.77,1649.15,21,Tokyo,POS Terminal,UPI / Wallet,0,0,TXN_100149,CUST_10149
46,Checking,Payment,Retail,16.11,9774.53,9758.42,2,Singapore,Web Browser,Wire Transfer,0,0,TXN_100589,CUST_10589
42,Checking,Transfer,Travel,13.75,9622.46,9608.71,21,Mumbai,POS Terminal,Credit Card,0,1,TXN_100302,CUST_10302
33,Credit,Payment,Groceries,210.18,20763.29,20553.11,2,Singapore,Mobile App,Credit Card,0,1,TXN_100990,CUST_10990
18,Checking,Transfer,Retail,108.28,15859.6,15751.32,1,Mumbai,Mobile App,Wire Transfer,0,0,TXN_100560,CUST_10560
26,Savings,Payment,Entertainment,143.09,2486.6,2493.51,5,Mumbai,POS Terminal,Debit Card,0,0,TXN_100625,CUST_10625
30,Credit,Transfer,Electronics,3.09,12526.64,12523.55,0,Singapore,Mobile App,Credit Card,1,0,TXN_100251,CUST_10251
58,Savings,Withdrawal,Utilities,28.19,2159.7,2131.51,9,Berlin,ATM,UPI / Wallet,0,1,TXN_100363,CUST_10363
18,Credit,Withdrawal,Travel,110.16,19858.58,19748.42,15,New York,Mobile App,UPI / Wallet,0,0,TXN_100332,CUST_10332
18,Checking,Transfer,Entertainment,21.15,18449.67,18428.52,21,New York,Web Browser,Credit Card,0,0,TXN_100614,CUST_10614
67,Checking,Deposit,Entertainment,5.74,2175.5,2169.76,1,New York,ATM,Credit Card,0,0,TXN_100023,CUST_10023
24,Checking,Transfer,Utilities,101.9,983.52,881.62,12,London,Mobile App,Credit Card,0,0,TXN_100032,CUST_10032
22,Business,Transfer,Travel,15.61,1239.89,1224.28,4,Tokyo,ATM,Credit Card,0,0,TXN_100133,CUST_10133
29,Checking,Payment,Electronics,204.93,401.75,196.82,13,London,ATM,Credit Card,0,0,TXN_100641,CUST_10641
18,Checking,Transfer,Retail,29.53,2657.09,2627.56,11,Toronto,ATM,UPI / Wallet,0,1,TXN_100692,CUST_10692
18,Checking,Transfer,Travel,15.67,3522.87,3507.2,21,Tokyo,ATM,UPI / Wallet,0,1,TXN_100430,CUST_10430
18,Checking,Payment,Electronics,1.96,9987.56,9985.6,12,Toronto,Web Browser,UPI / Wallet,0,0,TXN_100457,CUST_10457
25,Savings,Transfer,Entertainment,18.43,20841.58,20823.15,18,Toronto,POS Terminal,UPI / Wallet,0,1,TXN_100364,CUST_10364
80,Checking,Transfer,Retail,70.46,14610.99,14540.53,20,Mumbai,Mobile App,Debit Card,0,0,TXN_100008,CUST_10008
35,Checking,Transfer,Utilities,31.04,5005.9,4974.86,2,London,Web Browser,Credit Card,0,0,TXN_100209,CUST_10209
61,Business,Payment,Entertainment,36.86,21177.3,21140.44,3,Berlin,ATM,Credit Card,0,0,TXN_100192,CUST_10192
41,Checking,Transfer,Travel,37.24,953.67,916.43,3,Mumbai,POS Terminal,Debit Card,0,0,TXN_100773,CUST_10773
25,Credit,Transfer,Entertainment,23.77,20611.54,20587.77,15,Mumbai,Web Browser,UPI / Wallet,0,0,TXN_100089,CUST_10089
22,Checking,Payment,Travel,0.33,9177.05,9176.72,8,New York,Mobile App,UPI / Wallet,0,1,TXN_100428,CUST_10428
18,Savings,Transfer,Retail,61.55,18894.16,18832.61,9,Singapore,ATM,UPI / Wallet,0,0,TXN_100467,CUST_10467
22,Checking,Transfer,Utilities,60.8,13030.29,12969.49,2,Singapore,Mobile App,UPI / Wallet,1,0,TXN_100974,CUST_10974
26,Savings,Withdrawal,Travel,369.07,22381.4,22012.33,19,Toronto,Mobile App,UPI / Wallet,1,1,TXN_100496,CUST_10496
61,Credit,Payment,Utilities,56.53,19779.31,19722.78,21,Mumbai,POS Terminal,Debit Card,0,0,TXN_100705,CUST_10705
43,Checking,Payment,Electronics,95.1,17473.3,17378.2,10,London,POS Terminal,UPI / Wallet,0,0,TXN_100561,CUST_10561
51,Checking,Transfer,Travel,152.36,6029.17,5876.81,10,Toronto,Mobile App,Debit Card,1,0,TXN_100491,CUST_10491
76,Checking,Transfer,Retail,28.24,4628.46,4600.22,6,New York,Mobile App,Credit Card,0,0,TXN_100416,CUST_10416
37,Checking,Transfer,Entertainment,43.91,18116.03,18222.12,15,Singapore,Mobile App,Credit Card,0,0,TXN_100225,CUST_10225
44,Savings,Transfer,Electronics,23.97,2003.78,1979.81,21,Berlin,ATM,Credit Card,0,0,TXN_100421,CUST_10421
27,Savings,Transfer,Travel,26.61,504.99,478.38,11,Mumbai,ATM,UPI / Wallet,0,0,TXN_100749,CUST_10749
18,Checking,Withdrawal,Entertainment,123.37,24142.14,24168.77,0,London,Mobile App,Wire Transfer,0,0,TXN_100941,CUST_10941
69,Checking,Transfer,Retail,63.21,7426.55,7363.34,14,Toronto,ATM,Credit Card,0,0,TXN_100051,CUST_10051
34,Checking,Transfer,Entertainment,74.72,22101.97,22027.25,4,Berlin,ATM,Credit Card,0,1,TXN_100136,CUST_10136
22,Business,Transfer,Utilities,41.5,2274.22,2232.72,21,Toronto,Mobile App,Credit Card,1,0,TXN_100976,CUST_10976
39,Checking,Payment,Groceries,134.32,3680.77,3546.45,23,Singapore,Web Browser,UPI / Wallet,0,0,TXN_100354,CUST_10354
69,Savings,Transfer,Electronics,65.87,3222.23,3156.36,20,London,POS Terminal,UPI / Wallet,0,1,TXN_100787,CUST_10787
18,Business,Transfer,Electronics,92.79,17087.04,16994.25,10,Singapore,POS Terminal,Debit Card,0,0,TXN_100785,CUST_10785
59,Checking,Payment,Retail,145.73,8955.49,8959.76,9,Singapore,Mobile App,Credit Card,0,0,TXN_100999,CUST_10999
26,Savings,Withdrawal,Electronics,215.37,2236.02,2020.65,5,Mumbai,ATM,Debit Card,1,0,TXN_100189,CUST_10189
25,Savings,Payment,Utilities,20.34,15806.12,15785.78,10,Toronto,Web Browser,Credit Card,1,0,TXN_100897,CUST_10897
24,Credit,Payment,Entertainment,324.73,4915.33,4740.6,1,Mumbai,POS Terminal,Credit Card,0,0,TXN_100790,CUST_10790
23,Savings,Payment,Travel,19.21,13094.06,13074.85,4,Berlin,Web Browser,Debit Card,1,0,TXN_100131,CUST_10131
42,Credit,Transfer,Electronics,321.55,21905.72,21584.17,21,Mumbai,ATM,UPI / Wallet,0,0,TXN_100729,CUST_10729
21,Checking,Transfer,Utilities,149.93,18759.4,18609.47,2,Mumbai,Web Browser,Credit Card,0,0,TXN_100458,CUST_10458
18,Checking,Transfer,Electronics,100.91,8695.25,8594.34,20,Berlin,Web Browser,Wire Transfer,0,0,TXN_100373,CUST_10373
19,Savings,Transfer,Groceries,345.61,106.8,150.0,4,New York,Mobile App,Debit Card,0,0,TXN_100387,CUST_10387
35,Business,Payment,Retail,10.55,1709.05,1698.5,23,Singapore,ATM,UPI / Wallet,0,0,TXN_100031,CUST_10031
19,Business,Transfer,Utilities,125.85,15464.44,15338.59,18,Mumbai,Mobile App,Wire Transfer,0,0,TXN_100169,CUST_10169
51,Credit,Transfer,Groceries,71.46,17911.4,17839.94,22,Tokyo,POS Terminal,Wire Transfer,1,0,TXN_100722,CUST_10722
28,Checking,Transfer,Electronics,139.27,3714.17,3574.9,6,London,Mobile App,UPI / Wallet,0,0,TXN_100797,CUST_10797
53,Checking,Transfer,Entertainment,75.12,8019.13,7944.01,2,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100341,CUST_10341
39,Checking,Transfer,Retail,18.06,6429.56,6411.5,22,Singapore,ATM,Debit Card,0,0,TXN_100391,CUST_10391
30,Checking,Transfer,Travel,85.9,748.64,662.74,13,Mumbai,POS Terminal,UPI / Wallet,1,1,TXN_100344,CUST_10344
50,Business,Payment,Travel,55.88,848.12,792.24,13,Tokyo,ATM,Credit Card,0,0,TXN_100930,CUST_10930
54,Credit,Deposit,Entertainment,9.72,6896.27,6886.55,23,Mumbai,ATM,Credit Card,1,0,TXN_100284,CUST_10284
31,Checking,Payment,Entertainment,79.3,22044.24,21964.94,20,Singapore,Web Browser,Debit Card,0,0,TXN_100259,CUST_10259
51,Checking,Transfer,Electronics,95.5,2372.99,2277.49,1,London,ATM,Credit Card,0,0,TXN_100217,CUST_10217
25,Savings,Transfer,Groceries,7.41,11773.94,11766.53,21,Singapore,Web Browser,Credit Card,0,0,TXN_100212,CUST_10212
21,Checking,Transfer,Utilities,27.6,21119.05,21091.45,13,Mumbai,Web Browser,Debit Card,0,0,TXN_100403,CUST_10403
44,Business,Withdrawal,Travel,70.79,18124.47,18053.68,14,New York,Web Browser,Wire Transfer,0,0,TXN_100940,CUST_10940
23,Checking,Transfer,Travel,51.55,2834.47,2782.92,15,Tokyo,Mobile App,Credit Card,1,0,TXN_100821,CUST_10821
65,Checking,Transfer,Travel,58.71,7281.2,7222.49,9,Singapore,ATM,Wire Transfer,0,0,TXN_100394,CUST_10394
18,Credit,Payment,Travel,93.0,20214.36,20121.36,13,Toronto,Web Browser,Credit Card,0,0,TXN_100024,CUST_10024
27,Business,Payment,Retail,221.69,1013.44,791.75,2,Mumbai,Web Browser,Credit Card,0,0,TXN_100683,CUST_10683
32,Checking,Payment,Electronics,108.35,5372.94,5264.59,18,Singapore,ATM,Debit Card,0,0,TXN_100061,CUST_10061
25,Savings,Transfer,Utilities,108.79,13347.19,13238.4,20,Mumbai,Mobile App,Debit Card,0,0,TXN_100530,CUST_10530
57,Checking,Transfer,Retail,3.33,18694.68,18691.35,16,Toronto,POS Terminal,Wire Transfer,0,0,TXN_100917,CUST_10917
18,Checking,Transfer,Entertainment,150.94,209.11,58.17,19,London,ATM,UPI / Wallet,1,0,TXN_100243,CUST_10243
41,Checking,Transfer,Groceries,192.97,3351.92,3158.95,14,Mumbai,Mobile App,Credit Card,0,1,TXN_100964,CUST_10964
44,Business,Payment,Travel,125.68,705.76,580.08,17,London,ATM,Credit Card,1,0,TXN_100991,CUST_10991
19,Business,Payment,Entertainment,13.05,13652.25,13639.2,4,Singapore,Mobile App,Credit Card,1,0,TXN_100626,CUST_10626
47,Checking,Deposit,Travel,9.55,3719.85,3710.3,2,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100931,CUST_10931
24,Savings,Transfer,Electronics,95.23,2934.22,2838.99,1,Berlin,Web Browser,Wire Transfer,0,0,TXN_100748,CUST_10748
66,Checking,Transfer,Retail,165.22,20962.28,20797.06,12,Singapore,Mobile App,Wire Transfer,0,0,TXN_100317,CUST_10317
44,Savings,Withdrawal,Utilities,66.38,1889.18,1822.8,20,London,Web Browser,Debit Card,0,0,TXN_100020,CUST_10020
33,Checking,Transfer,Retail,55.04,23056.69,23001.65,7,Singapore,POS Terminal,Wire Transfer,0,0,TXN_100026,CUST_10026
18,Checking,Withdrawal,Travel,46.83,18473.16,18426.33,11,New York,Web Browser,Credit Card,0,0,TXN_100249,CUST_10249
18,Checking,Transfer,Electronics,29.15,19693.0,19663.85,12,New York,POS Terminal,UPI / Wallet,0,0,TXN_100375,CUST_10375
18,Savings,Transfer,Groceries,14.38,20368.43,20354.05,12,Singapore,Web Browser,Credit Card,0,0,TXN_100763,CUST_10763
24,Checking,Transfer,Electronics,7.41,19049.08,19041.67,19,London,Web Browser,Credit Card,0,0,TXN_100739,CUST_10739
59,Credit,Payment,Travel,27.66,1971.26,1943.6,8,Singapore,Web Browser,Credit Card,0,1,TXN_100742,CUST_10742
18,Credit,Payment,Travel,238.76,17333.76,17095.0,17,Berlin,Web Browser,Credit Card,0,0,TXN_100257,CUST_10257
38,Checking,Payment,Electronics,47.5,8269.15,8221.65,1,Singapore,Mobile App,UPI / Wallet,0,0,TXN_100494,CUST_10494
30,Checking,Transfer,Retail,7.06,3082.45,3075.39,22,Tokyo,Mobile App,Debit Card,0,0,TXN_100511,CUST_10511
18,Checking,Deposit,Electronics,202.41,2793.8,2591.39,21,London,Web Browser,Wire Transfer,0,0,TXN_100464,CUST_10464
37,Business,Payment,Travel,21.53,16933.32,16911.79,11,Toronto,ATM,Credit Card,0,0,TXN_100436,CUST_10436
46,Checking,Withdrawal,Electronics,625.08,13166.7,12541.62,6,New York,Web Browser,Wire Transfer,0,1,TXN_100544,CUST_10544
18,Savings,Payment,Travel,46.7,24098.65,24051.95,10,New York,POS Terminal,Credit Card,1,0,TXN_100574,CUST_10574
35,Checking,Transfer,Groceries,371.3,6443.98,6072.68,8,London,ATM,Credit Card,0,0,TXN_100437,CUST_10437
39,Credit,Transfer,Retail,18.31,24388.47,24370.16,12,Toronto,Mobile App,Wire Transfer,0,0,TXN_100971,CUST_10971
53,Checking,Transfer,Groceries,53.4,11131.93,11078.53,7,Berlin,Web Browser,UPI / Wallet,0,1,TXN_100059,CUST_10059
62,Business,Transfer,Utilities,78.1,16024.66,15946.56,4,New York,Web Browser,UPI / Wallet,1,0,TXN_100608,CUST_10608
32,Checking,Withdrawal,Groceries,404.61,1866.26,1461.65,21,Singapore,ATM,Credit Card,0,0,TXN_100516,CUST_10516
25,Savings,Payment,Travel,25.54,18854.91,18829.37,10,New York,Web Browser,Wire Transfer,0,0,TXN_100647,CUST_10647
18,Business,Withdrawal,Travel,148.76,2642.98,2494.22,10,Mumbai,Mobile App,Debit Card,1,0,TXN_100688,CUST_10688
20,Checking,Deposit,Retail,64.17,8811.9,8747.73,14,Singapore,Web Browser,Debit Card,0,0,TXN_100404,CUST_10404
24,Checking,Payment,Groceries,289.66,18042.17,17752.51,12,Berlin,Web Browser,Credit Card,0,0,TXN_100886,CUST_10886
22,Savings,Transfer,Travel,144.26,15190.9,15046.64,16,London,POS Terminal,Debit Card,0,0,TXN_100334,CUST_10334
18,Checking,Payment,Travel,45.92,8209.14,8163.22,2,New York,POS Terminal,UPI / Wallet,0,0,TXN_100846,CUST_10846
18,Savings,Transfer,Entertainment,45.81,2006.59,1960.78,9,Tokyo,Mobile App,Wire Transfer,0,0,TXN_100761,CUST_10761
18,Checking,Payment,Utilities,51.09,16599.59,16548.5,9,Toronto,ATM,Debit Card,0,0,TXN_100018,CUST_10018
24,Checking,Transfer,Travel,186.54,847.83,661.29,13,Toronto,Web Browser,Wire Transfer,0,1,TXN_100505,CUST_10505
18,Checking,Transfer,Travel,81.05,438.71,357.66,4,Berlin,Web Browser,Credit Card,0,0,TXN_100180,CUST_10180
23,Savings,Transfer,Groceries,88.46,2248.89,2160.43,0,Tokyo,Web Browser,UPI / Wallet,0,0,TXN_100949,CUST_10949
18,Checking,Transfer,Retail,109.77,2562.63,2452.86,4,Tokyo,ATM,UPI / Wallet,0,0,TXN_100186,CUST_10186
18,Credit,Deposit,Retail,111.01,81.3,0.0,17,Singapore,POS Terminal,Credit Card,0,0,TXN_100572,CUST_10572
38,Business,Transfer,Travel,77.61,2727.59,2649.98,0,Mumbai,ATM,Wire Transfer,0,0,TXN_100479,CUST_10479
23,Checking,Payment,Retail,89.23,17696.09,17606.86,10,London,POS Terminal,UPI / Wallet,0,1,TXN_100919,CUST_10919
31,Credit,Deposit,Entertainment,8.58,17450.5,17441.92,0,London,ATM,Wire Transfer,0,0,TXN_100927,CUST_10927
52,Checking,Payment,Retail,71.55,15266.04,15194.49,6,Toronto,Mobile App,Wire Transfer,1,1,TXN_100502,CUST_10502
78,Checking,Deposit,Electronics,222.67,5085.89,4863.22,11,Mumbai,ATM,Wire Transfer,0,0,TXN_100459,CUST_10459
24,Checking,Withdrawal,Entertainment,5.86,19996.69,19990.83,8,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100963,CUST_10963
33,Checking,Transfer,Travel,71.65,22846.17,22774.52,20,Singapore,ATM,Credit Card,0,0,TXN_100875,CUST_10875
58,Savings,Transfer,Electronics,33.94,3906.62,3872.68,10,Berlin,ATM,UPI / Wallet,0,0,TXN_100070,CUST_10070
62,Checking,Payment,Retail,594.12,17066.62,16472.5,23,New York,POS Terminal,UPI / Wallet,0,0,TXN_100924,CUST_10924
43,Checking,Transfer,Utilities,40.57,5166.86,5126.29,16,Tokyo,ATM,UPI / Wallet,0,0,TXN_100238,CUST_10238
26,Credit,Withdrawal,Retail,96.42,3333.98,3237.56,15,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_100316,CUST_10316
27,Checking,Withdrawal,Utilities,81.64,15128.02,15046.38,4,New York,Mobile App,UPI / Wallet,0,0,TXN_100992,CUST_10992
57,Checking,Withdrawal,Utilities,86.77,19877.92,19791.15,17,Mumbai,ATM,Credit Card,0,0,TXN_100615,CUST_10615
44,Checking,Transfer,Entertainment,188.78,8816.79,8628.01,4,Berlin,ATM,Wire Transfer,1,0,TXN_100117,CUST_10117
43,Checking,Deposit,Utilities,411.7,24009.54,23597.84,17,Tokyo,POS Terminal,Debit Card,0,1,TXN_100934,CUST_10934
76,Checking,Withdrawal,Groceries,45.53,14421.48,14375.95,20,Tokyo,Web Browser,Debit Card,0,0,TXN_100862,CUST_10862
52,Checking,Payment,Electronics,7.22,19389.8,19382.58,5,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_100695,CUST_10695
30,Savings,Payment,Travel,188.12,12372.19,12334.07,11,London,Web Browser,Debit Card,1,0,TXN_100529,CUST_10529
35,Checking,Transfer,Electronics,21.05,1792.8,1771.75,22,Singapore,Mobile App,Debit Card,0,1,TXN_100191,CUST_10191
18,Checking,Payment,Utilities,261.17,18106.46,17845.29,8,London,Web Browser,Credit Card,0,0,TXN_100453,CUST_10453
70,Checking,Withdrawal,Groceries,87.39,421.94,334.55,18,New York,Mobile App,UPI / Wallet,1,0,TXN_100706,CUST_10706
18,Credit,Transfer,Utilities,1.41,18455.27,18453.86,20,Mumbai,Web Browser,Credit Card,0,0,TXN_100250,CUST_10250
55,Checking,Payment,Utilities,66.38,22572.61,22506.23,18,Singapore,POS Terminal,Wire Transfer,0,1,TXN_100168,CUST_10168
24,Checking,Deposit,Travel,137.31,10544.41,10407.1,14,Mumbai,Web Browser,Debit Card,0,0,TXN_100402,CUST_10402
46,Business,Transfer,Utilities,30.41,2135.92,2105.51,14,New York,Mobile App,Debit Card,0,0,TXN_100255,CUST_10255
53,Credit,Withdrawal,Electronics,25.56,16362.29,16336.73,9,Singapore,Web Browser,Credit Card,0,0,TXN_100939,CUST_10939
48,Savings,Deposit,Groceries,75.82,7904.58,7828.76,7,Tokyo,Web Browser,Credit Card,0,1,TXN_100067,CUST_10067
27,Checking,Withdrawal,Electronics,51.75,17681.31,17629.56,9,Singapore,POS Terminal,UPI / Wallet,0,0,TXN_100055,CUST_10055
69,Savings,Transfer,Retail,11.62,1782.39,1770.77,8,Tokyo,Web Browser,Debit Card,0,0,TXN_100926,CUST_10926
40,Savings,Deposit,Retail,29.25,17961.57,17932.32,15,Tokyo,ATM,Debit Card,0,0,TXN_100883,CUST_10883
64,Savings,Deposit,Retail,23.03,11865.62,11992.59,2,Tokyo,Mobile App,Debit Card,0,0,TXN_100078,CUST_10078
24,Checking,Transfer,Retail,21.76,1496.23,1474.47,23,London,Web Browser,Wire Transfer,0,0,TXN_100848,CUST_10848
30,Business,Transfer,Retail,30.63,1011.93,981.3,12,Mumbai,ATM,UPI / Wallet,0,0,TXN_100447,CUST_10447
51,Checking,Payment,Entertainment,75.62,19305.82,19230.2,14,New York,Mobile App,UPI / Wallet,0,0,TXN_100021,CUST_10021
18,Savings,Payment,Utilities,30.23,356.71,326.48,4,Tokyo,ATM,UPI / Wallet,1,0,TXN_100167,CUST_10167
58,Savings,Deposit,Travel,15.71,19129.96,19114.25,0,London,POS Terminal,Debit Card,0,1,TXN_100914,CUST_10914
73,Checking,Payment,Utilities,46.94,10616.34,10719.4,20,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100286,CUST_10286
18,Checking,Transfer,Entertainment,35.12,7168.15,7283.03,0,Toronto,POS Terminal,Wire Transfer,1,0,TXN_100451,CUST_10451
39,Credit,Transfer,Utilities,27.2,11586.48,11709.28,3,Mumbai,Web Browser,Debit Card,0,0,TXN_100535,CUST_10535
50,Checking,Transfer,Groceries,42.06,869.61,827.55,23,New York,Web Browser,Credit Card,0,0,TXN_100340,CUST_10340
18,Business,Transfer,Entertainment,352.22,3288.99,2936.77,7,Tokyo,ATM,Credit Card,0,1,TXN_100536,CUST_10536
48,Savings,Transfer,Retail,140.01,537.85,397.84,16,Mumbai,POS Terminal,UPI / Wallet,0,1,TXN_100903,CUST_10903
23,Credit,Transfer,Electronics,19.93,21893.58,21873.65,9,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_100943,CUST_10943
18,Checking,Withdrawal,Entertainment,55.05,20005.13,19950.08,16,London,Mobile App,Credit Card,0,0,TXN_100230,CUST_10230
39,Credit,Withdrawal,Retail,29.49,8671.95,8642.46,0,Mumbai,Mobile App,Wire Transfer,0,0,TXN_100545,CUST_10545
18,Credit,Transfer,Travel,48.25,3054.93,3006.68,16,New York,Web Browser,Credit Card,0,0,TXN_100115,CUST_10115
28,Savings,Withdrawal,Entertainment,27.33,424.83,547.5,16,London,Web Browser,Debit Card,0,0,TXN_100644,CUST_10644
56,Checking,Transfer,Retail,221.53,1504.85,1283.32,22,London,Web Browser,Credit Card,0,1,TXN_100826,CUST_10826
23,Credit,Payment,Groceries,16.75,14838.62,14821.87,3,London,Mobile App,Debit Card,0,0,TXN_100951,CUST_10951
18,Checking,Payment,Utilities,859.32,18900.43,18041.11,10,Tokyo,ATM,Credit Card,1,0,TXN_100898,CUST_10898
53,Checking,Deposit,Electronics,101.49,2844.99,2743.5,23,Berlin,Mobile App,UPI / Wallet,0,0,TXN_100361,CUST_10361
29,Checking,Payment,Utilities,118.38,9.83,0.0,20,Singapore,ATM,UPI / Wallet,0,0,TXN_100039,CUST_10039
61,Savings,Transfer,Retail,212.02,12612.36,12550.34,9,London,Web Browser,Debit Card,1,0,TXN_100795,CUST_10795
24,Savings,Deposit,Utilities,54.64,18737.07,18832.43,4,Singapore,Mobile App,Wire Transfer,1,0,TXN_100449,CUST_10449
50,Checking,Withdrawal,Utilities,196.53,20662.0,20465.47,18,Singapore,Mobile App,UPI / Wallet,0,0,TXN_100337,CUST_10337
64,Checking,Transfer,Groceries,113.34,14894.66,14781.32,1,Singapore,ATM,Wire Transfer,1,0,TXN_100356,CUST_10356
70,Savings,Deposit,Utilities,23.95,9351.69,9327.74,21,Mumbai,ATM,Credit Card,1,0,TXN_100054,CUST_10054
42,Checking,Withdrawal,Groceries,3.22,10812.24,10809.02,1,New York,Mobile App,UPI / Wallet,1,0,TXN_100805,CUST_10805
29,Credit,Transfer,Travel,40.05,22146.33,22106.28,23,London,Web Browser,Wire Transfer,0,1,TXN_100475,CUST_10475
19,Credit,Deposit,Retail,45.91,18071.13,18025.22,11,New York,ATM,UPI / Wallet,1,0,TXN_100515,CUST_10515
70,Business,Transfer,Travel,241.05,17298.68,17057.63,15,Tokyo,ATM,Credit Card,0,0,TXN_100198,CUST_10198
39,Checking,Transfer,Retail,19.05,335.81,316.76,19,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_100686,CUST_10686
27,Savings,Payment,Travel,114.57,9722.77,9608.2,9,Berlin,Web Browser,Credit Card,0,0,TXN_100118,CUST_10118
30,Credit,Transfer,Retail,75.92,6219.5,6143.58,7,Mumbai,Mobile App,UPI / Wallet,0,0,TXN_100097,CUST_10097
40,Credit,Payment,Utilities,62.86,16530.52,16467.66,21,Berlin,Mobile App,Debit Card,0,0,TXN_100580,CUST_10580
39,Checking,Payment,Travel,310.19,13406.33,13096.14,17,Berlin,Mobile App,UPI / Wallet,0,0,TXN_100965,CUST_10965
18,Savings,Withdrawal,Utilities,29.1,3084.37,3055.27,21,Singapore,Web Browser,Credit Card,1,0,TXN_100163,CUST_10163
19,Checking,Withdrawal,Utilities,303.84,9774.44,9470.6,17,Tokyo,Web Browser,UPI / Wallet,0,1,TXN_100840,CUST_10840
34,Checking,Transfer,Electronics,24.39,4482.6,4458.21,20,New York,Web Browser,Wire Transfer,1,0,TXN_100599,CUST_10599
63,Checking,Payment,Travel,107.97,5714.03,5606.06,21,Toronto,ATM,UPI / Wallet,0,1,TXN_100913,CUST_10913
18,Savings,Transfer,Groceries,6.83,3407.77,3400.94,16,Tokyo,Mobile App,Wire Transfer,1,0,TXN_100772,CUST_10772
65,Checking,Transfer,Groceries,33.35,1527.42,1494.07,20,New York,Mobile App,Debit Card,0,0,TXN_100164,CUST_10164
21,Checking,Payment,Groceries,8.53,2836.57,2828.04,1,Toronto,Web Browser,UPI / Wallet,0,0,TXN_100052,CUST_10052
63,Savings,Transfer,Utilities,200.31,4769.15,4568.84,14,Mumbai,Mobile App,Credit Card,0,0,TXN_100906,CUST_10906
25,Checking,Transfer,Electronics,468.43,180.62,0.0,17,Tokyo,Mobile App,Credit Card,0,1,TXN_100301,CUST_10301
62,Checking,Transfer,Utilities,102.89,14008.75,13905.86,16,Singapore,Web Browser,Wire Transfer,0,1,TXN_100266,CUST_10266
18,Credit,Transfer,Utilities,49.74,15530.18,15630.44,8,Berlin,ATM,UPI / Wallet,0,0,TXN_100202,CUST_10202
51,Checking,Payment,Retail,40.1,4961.82,4921.72,7,Tokyo,Mobile App,Credit Card,1,1,TXN_100839,CUST_10839
56,Business,Transfer,Groceries,418.64,17915.1,17496.46,9,Tokyo,POS Terminal,UPI / Wallet,0,1,TXN_100053,CUST_10053
42,Checking,Payment,Retail,235.96,1532.23,1296.27,18,Mumbai,Web Browser,UPI / Wallet,0,0,TXN_100461,CUST_10461
41,Savings,Payment,Retail,91.47,16183.73,16092.26,12,New York,Web Browser,Wire Transfer,0,0,TXN_100632,CUST_10632
68,Checking,Payment,Groceries,69.84,18773.32,18703.48,1,Tokyo,Web Browser,UPI / Wallet,0,0,TXN_100079,CUST_10079
40,Credit,Payment,Entertainment,208.39,12291.76,12083.37,17,Tokyo,ATM,Debit Card,0,0,TXN_100750,CUST_10750
66,Business,Transfer,Entertainment,0.82,18743.77,18742.95,9,Singapore,Web Browser,Credit Card,1,0,TXN_100562,CUST_10562
36,Checking,Deposit,Retail,129.81,7793.35,7663.54,5,Toronto,POS Terminal,Credit Card,0,0,TXN_100114,CUST_10114
45,Savings,Payment,Travel,318.99,18360.47,18041.48,2,Tokyo,Mobile App,Wire Transfer,1,0,TXN_100090,CUST_10090
62,Credit,Payment,Retail,4.91,4350.45,4345.54,2,New York,Mobile App,Credit Card,0,0,TXN_100231,CUST_10231
27,Checking,Transfer,Electronics,71.84,1052.45,980.61,13,Berlin,POS Terminal,Credit Card,0,0,TXN_100203,CUST_10203
38,Credit,Payment,Utilities,305.68,6363.56,6057.88,11,Toronto,POS Terminal,UPI / Wallet,0,0,TXN_100229,CUST_10229
33,Business,Transfer,Utilities,239.83,20304.36,20064.53,22,Toronto,POS Terminal,UPI / Wallet,0,0,TXN_100684,CUST_10684
64,Business,Withdrawal,Travel,51.6,20017.35,19965.75,8,Mumbai,Mobile App,UPI / Wallet,0,0,TXN_100936,CUST_10936
